634.00	 11.26	  3.65
635.00	 11.33	  3.69
636.00	 11.40	  3.72
637.00	 11.48	  3.75
638.00	 11.55	  3.78
639.00	 11.62	  3.81
640.00	 11.70	  3.85
641.00	 11.77	  3.88
642.00	 11.85	  3.91
643.00	 11.92	  3.95
644.00	 12.00	  3.98
645.00	 12.08	  4.02
646.00	 12.15	  4.05
647.00	 12.23	  4.09
648.00	 12.31	  4.12
649.00	 12.38	  4.16
650.00	 12.46	  4.20
651.00	 12.54	  4.24
652.00	 12.62	  4.27
653.00	 12.69	  4.31
654.00	 12.77	  4.35
655.00	 12.85	  4.39
656.00	 12.93	  4.43
657.00	 13.01	  4.47
658.00	 13.09	  4.51
659.00	 13.17	  4.56
660.00	 13.25	  4.60
661.00	 13.33	  4.64
662.00	 13.42	  4.69
663.00	 13.50	  4.73
664.00	 13.58	  4.78
665.00	 13.66	  4.82
666.00	 13.75	  4.87
667.00	 13.83	  4.91
668.00	 13.91	  4.96
669.00	 14.00	  5.01
670.00	 14.08	  5.06
671.00	 14.17	  5.11
672.00	 14.25	  5.16
673.00	 14.34	  5.21
674.00	 14.42	  5.26
675.00	 14.51	  5.32
676.00	 14.60	  5.37
677.00	 14.69	  5.42
678.00	 14.77	  5.48
679.00	 14.86	  5.53
680.00	 14.95	  5.59
681.00	 15.04	  5.65
682.00	 15.13	  5.71
683.00	 15.22	  5.77
684.00	 15.31	  5.83
685.00	 15.40	  5.89
686.00	 15.49	  5.95
687.00	 15.58	  6.01
688.00	 15.68	  6.08
689.00	 15.77	  6.14
690.00	 15.86	  6.21
691.00	 15.96	  6.28
692.00	 16.05	  6.35
693.00	 16.14	  6.41
694.00	 16.24	  6.49
695.00	 16.33	  6.56
696.00	 16.43	  6.63
697.00	 16.53	  6.70
698.00	 16.62	  6.78
699.00	 16.72	  6.86
700.00	 16.82	  6.94
701.00	 16.92	  7.01
702.00	 17.02	  7.10
703.00	 17.12	  7.18
704.00	 17.22	  7.26
705.00	 17.32	  7.35
706.00	 17.42	  7.43
707.00	 17.52	  7.52
708.00	 17.63	  7.61
709.00	 17.73	  7.70
710.00	 17.83	  7.79
711.00	 17.94	  7.89
712.00	 18.04	  7.98
713.00	 18.15	  8.08
714.00	 18.26	  8.18
715.00	 18.36	  8.28
716.00	 18.47	  8.38
717.00	 18.58	  8.49
718.00	 18.69	  8.60
719.00	 18.80	  8.71
720.00	 18.91	  8.82
721.00	 19.02	  8.93
722.00	 19.13	  9.04
723.00	 19.24	  9.16
724.00	 19.35	  9.28
725.00	 19.47	  9.40
726.00	 19.58	  9.53
727.00	 19.69	  9.65
728.00	 19.81	  9.78
729.00	 19.93	  9.91
730.00	 20.04	 10.05
731.00	 20.16	 10.18
732.00	 20.28	 10.32
733.00	 20.40	 10.47
734.00	 20.51	 10.61
735.00	 20.63	 10.76
736.00	 20.76	 10.91
737.00	 20.88	 11.06
738.00	 21.00	 11.22
739.00	 21.12	 11.38
740.00	 21.24	 11.54
741.00	 21.37	 11.71
742.00	 21.49	 11.88
743.00	 21.62	 12.05
744.00	 21.74	 12.22
745.00	 21.87	 12.40
746.00	 22.00	 12.59
747.00	 22.13	 12.77
748.00	 22.25	 12.96
749.00	 22.38	 13.16
750.00	 22.51	 13.35
751.00	 22.64	 13.56
752.00	 22.77	 13.76
753.00	 22.90	 13.97
754.00	 23.04	 14.18
755.00	 23.17	 14.40
756.00	 23.30	 14.62
757.00	 23.43	 14.85
758.00	 23.57	 15.08
759.00	 23.70	 15.31
760.00	 23.84	 15.55
761.00	 23.97	 15.79
762.00	 24.10	 16.04
763.00	 24.24	 16.29
764.00	 24.37	 16.54
765.00	 24.51	 16.80
766.00	 24.64	 17.07
767.00	 24.78	 17.33
768.00	 24.91	 17.60
769.00	 25.05	 17.88
770.00	 25.18	 18.16
771.00	 25.31	 18.44
772.00	 25.45	 18.72
773.00	 25.58	 19.01
774.00	 25.71	 19.30
775.00	 25.84	 19.59
776.00	 25.97	 19.89
777.00	 26.10	 20.19
778.00	 26.23	 20.49
779.00	 26.36	 20.79
780.00	 26.48	 21.09
781.00	 26.60	 21.39
782.00	 26.73	 21.69
783.00	 26.84	 21.99
784.00	 26.96	 22.29
785.00	 27.08	 22.59
786.00	 27.19	 22.88
787.00	 27.30	 23.18
788.00	 27.41	 23.46
789.00	 27.51	 23.75
790.00	 27.61	 24.03
791.00	 27.71	 24.30
792.00	 27.81	 24.57
793.00	 27.90	 24.83
794.00	 27.99	 25.08
795.00	 28.07	 25.32
796.00	 28.15	 25.55
797.00	 28.22	 25.77
798.00	 28.29	 25.98
799.00	 28.36	 26.18
800.00	 28.42	 26.37
801.00	 28.48	 26.54
802.00	 28.53	 26.70
803.00	 28.58	 26.84
804.00	 28.62	 26.97
805.00	 28.66	 27.09
806.00	 28.69	 27.19
807.00	 28.72	 27.28
808.00	 28.74	 27.35
809.00	 28.76	 27.40
810.00	 28.77	 27.44
811.00	 28.78	 27.47
812.00	 28.78	 27.48
813.00	 28.78	 27.47
814.00	 28.77	 27.45
815.00	 28.76	 27.42
816.00	 28.75	 27.37
817.00	 28.73	 27.31
818.00	 28.71	 27.24
819.00	 28.68	 27.16
820.00	 28.65	 27.07
821.00	 28.62	 26.97
822.00	 28.58	 26.85
823.00	 28.54	 26.73
824.00	 28.50	 26.60
825.00	 28.45	 26.46
826.00	 28.41	 26.32
827.00	 28.36	 26.17
828.00	 28.30	 26.01
829.00	 28.25	 25.85
830.00	 28.19	 25.68
831.00	 28.13	 25.51
832.00	 28.08	 25.34
833.00	 28.01	 25.16
834.00	 27.95	 24.98
835.00	 27.89	 24.80
836.00	 27.83	 24.62
837.00	 27.76	 24.44
838.00	 27.69	 24.25
839.00	 27.63	 24.07
840.00	 27.56	 23.88
841.00	 27.49	 23.70
842.00	 27.43	 23.51
843.00	 27.36	 23.33
844.00	 27.29	 23.15
845.00	 27.22	 22.96
846.00	 27.15	 22.78
847.00	 27.08	 22.61
848.00	 27.02	 22.43
849.00	 26.95	 22.25
850.00	 26.88	 22.08
851.00	 26.81	 21.91
852.00	 26.75	 21.74
853.00	 26.68	 21.57
854.00	 26.61	 21.41
855.00	 26.55	 21.25
856.00	 26.48	 21.09
857.00	 26.41	 20.93
858.00	 26.35	 20.77
859.00	 26.29	 20.62
860.00	 26.22	 20.47
861.00	 26.16	 20.32
862.00	 26.10	 20.18
863.00	 26.03	 20.03
864.00	 25.97	 19.89
865.00	 25.91	 19.75
866.00	 25.85	 19.62
867.00	 25.79	 19.49
868.00	 25.74	 19.36
869.00	 25.68	 19.23
870.00	 25.62	 19.10
871.00	 25.57	 18.98
872.00	 25.51	 18.86
873.00	 25.45	 18.74
874.00	 25.40	 18.62
875.00	 25.35	 18.51
876.00	 25.29	 18.40
877.00	 25.24	 18.29
878.00	 25.19	 18.18
879.00	 25.14	 18.07
880.00	 25.09	 17.97
881.00	 25.04	 17.87
882.00	 24.99	 17.77
883.00	 24.95	 17.68
884.00	 24.90	 17.58
885.00	 24.85	 17.49
886.00	 24.81	 17.40
887.00	 24.76	 17.31
888.00	 24.72	 17.22
889.00	 24.68	 17.14
890.00	 24.64	 17.05
891.00	 24.59	 16.97
892.00	 24.55	 16.89
893.00	 24.51	 16.81
894.00	 24.47	 16.74
895.00	 24.43	 16.66
896.00	 24.40	 16.59
897.00	 24.36	 16.52
898.00	 24.32	 16.45
899.00	 24.29	 16.38
900.00	 24.25	 16.31
901.00	 24.22	 16.25
902.00	 24.18	 16.19
903.00	 24.15	 16.12
904.00	 24.12	 16.06
905.00	 24.08	 16.00
906.00	 24.05	 15.95
907.00	 24.02	 15.89
908.00	 23.99	 15.84
909.00	 23.96	 15.78
910.00	 23.93	 15.73
911.00	 23.91	 15.68
912.00	 23.88	 15.63
913.00	 23.85	 15.58
914.00	 23.83	 15.54
915.00	 23.80	 15.49
916.00	 23.78	 15.45
917.00	 23.75	 15.40
918.00	 23.73	 15.36
919.00	 23.70	 15.32
920.00	 23.68	 15.28
921.00	 23.66	 15.24
922.00	 23.64	 15.20
923.00	 23.62	 15.17
924.00	 23.60	 15.13
925.00	 23.58	 15.10
926.00	 23.56	 15.07
927.00	 23.54	 15.03
928.00	 23.52	 15.00
929.00	 23.51	 14.97
930.00	 23.49	 14.94
931.00	 23.47	 14.92
932.00	 23.46	 14.89
933.00	 23.44	 14.86
934.00	 23.43	 14.84
935.00	 23.41	 14.82
936.00	 23.40	 14.79
937.00	 23.39	 14.77
938.00	 23.38	 14.75
939.00	 23.36	 14.73
940.00	 23.35	 14.71
941.00	 23.34	 14.69
942.00	 23.33	 14.68
943.00	 23.32	 14.66
944.00	 23.31	 14.64
945.00	 23.31	 14.63
946.00	 23.30	 14.62
947.00	 23.29	 14.60
948.00	 23.28	 14.59
949.00	 23.28	 14.58
950.00	 23.27	 14.57
951.00	 23.26	 14.56
952.00	 23.26	 14.55
953.00	 23.26	 14.55
954.00	 23.25	 14.54
955.00	 23.25	 14.54
956.00	 23.25	 14.53
